,Name,Price,Storage,RAM Memory,Screen size,Screen Resolution,Processor Model,Processor Number,Processor manufacturer,Operating System,Battery Run Time,Optical Drive,Touchscreen,Warranty
18,Acer Travel Mate P259 Core i7-7500U 8GB 256GB SSD Full HD 15.6 Inch Windows 10 Home Laptop  - NX.VEPEK.015,614.98,256.0,8.0,15.6,1920 x 1080,Intel Core i7,7500U,Intel,Windows 10,8.0,No optical drive,Non Touch,1 year warranty
19,MSI GE72MVR 7RG Core i7-7700HQ 16GB 1TB + 256GB SSD 17.3 Inch GeForce GTX 1070 8GB Windows 10 Gaming Laptop - 9S7-179C11-064,1449.97,256.0,16.0,17.3,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10,4.0,No optical drive,Non Touch,
20,MSI GV72 7RD Core i7-7700HQ 8GB 1TB  GeForce GTX 1050 2GB 17.3 Inch Windows 10 Gaming Laptop - 9S7-1799GB-833,944.97,1000.0,8.0,17.3,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
21,Lenovo V130 Core i5-7200U 8GB 256GB SSD DVD-RW 15.6 Inch Full HD Windows 10 Laptop - 81HN00FAUK,449.97,256.0,8.0,15.6,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10,6.0,DVD-RW,Non Touch,1 year warranty
22,Lenovo V130 Core i5-7200U 4GB 128GB SSD DVD-RW 15.6 Inch Full HD Windows 10 Laptop - 81HN00E6UK,379.97,128.0,8.0,15.6,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10,6.0,DVD-RW,Non Touch,1 year warranty
23,Hewlett Packard HP 250 G6 Core i7-7500U 8GB 256GB SSD DVD-RW 15.6 Inch Full HD Windows 10 Pro Laptop - 1WY37EA,599.97,256.0,8.0,15.6,1920 x 1080,Intel Core i5,7500U,Intel,Windows 10 Pro,,DVD-RW,Non Touch,1 year warranty
24,Lenovo V110 AMD A9-9410 8GB 1TB DVD-Writer 15.6 Inch Windows 10 Laptop - 80TD000DUK,339.97,1000.0,8.0,15.6,1366 x 768,A9,9410,AMD,Windows 10,5.0,DVD-RW,Non Touch,1 year warranty
25,MSI GS73VR 7RF Stealth Pro Core i7-7700HQ 16GB 1TB + 128GB SSD GeForce GTX 1060 6GB 17.3 Inch Windows 10 Gaming Laptop - 9S7-17B112-424,1129.97,1000.0,16.0,17.3,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
26,HP 250 G6 Core i5-7200U 8GB 256GB SSD DVD-RW 15.6 Inch Full HD Windows 10 Professional Laptop - 1WY59EA,589.97,256.0,8.0,15.6,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10 Pro,12.0,DVD-RW,Non Touch,1 year warranty
27,Lenovo V110 Core i3-6006U 4GB 500GB DVD-RW 15.6 Inch Windows 10 Laptop - 80TL00A9UK,319.97,500.0,4.0,15.6,1366 x 768,Intel Core i3,6006U,Intel,Windows 10,5.0,DVD-RW,Non Touch,1 year warranty
28,Lenovo V110 Core i5-7200U 4GB 500GB DVD-Writer 15.6 Inch Windows 10 Laptop - 80TH0012UK,364.97,500.0,4.0,15.6,1366 x 768,Intel Core i5,7200u,Intel,Windows 10,6.0,DVD-RW,Non Touch,1 year warranty
29,Medion Erazer P6681 Core i5-7200U 8GB 1TB DVD-RW GeForce GTX 1050 15.6 Inch Windows 10 Gaming Laptop - 30022991,599.97,1000.0,8.0,15.6,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10,4.0,DVD-RW,Non Touch,
30,Lenovo V330 Core i7-8550U 8GB 256GB SSD 15.6 Inch Full HD Windows 10 Laptop - 81AX00CCUK,629.97,256.0,8.0,15.6,1920 x 1080,Intel Core i7,8550U,Intel,Windows 10,6.0,DVD-RW,Non Touch,1 year warranty
31,Apple MacBook Air Core i5 1.8GHz + 8GB 128GB 13 Inch Laptop - MQD32B/A,849.97,128.0,8.0,13.0,1440 x 900,Intel Core i5,,Intel,MacOS,12.0,No optical drive,Non Touch,1 year warranty
32,MSI GL62M 7REX Core i7-7700HQ 8GB 1TB + 256GB SSD GeForce GTX 1050Ti 15.6 Inch Windows 10 Gaming Laptop - 9S7-16J962-1293,799.97,256.0,8.0,15.6,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10,4.0,No optical drive,Non Touch,
33,Asus ROG Strix GL703GS Core i7-8750H 16GB 1TB + 256GB SSD 17.3 Inch GeForce GTX 1070 GDDR5 8GB Windows 10 Gaming Laptop - GL703GS-E5011T,1599.97,256.0,16.0,17.3,1920 x 1080,Intel Core i7,8750H,Intel,Windows 10,,No optical drive,Non Touch,2 year warranty
34,MSI GL73 8RD Core i7-8750H 8GB 1TB + 128GB SSD GeForce GTX 1050Ti 17.3 Inch Windows 10 Gaming Laptop  - 9S7-17C612-043,849.97,1000.0,8.0,17.3,1920 x 1080,Intel Core i7,8750H,Intel,Windows 10,,No optical drive,Non Touch,2 year warranty
35,"Lenovo V110 Core i3-6006U 4GB 128GB SSD DVD-RW 15.6""  Windows 10 Laptop - 80TL00ABUK",319.97,128.0,4.0,15.6,1366 x 768,Intel Core i3,6006U,Intel,Windows 10,5.0,DVD-RW,Non Touch,1 year warranty
36,Lenovo V330 Core i5-8250U 8GB 256GB SSD 15.6 Inch Full HD Windows 10 Home Laptop - 81AX00CBUK,549.97,256.0,8.0,15.6,1920 x 1080,Intel Core i5,8250U,Intel,Windows 10,6.0,DVD-RW,Non Touch,1 year warranty
37,Refurbished HP EliteBook 840 G1 Ultrabook Core i5-4300U 8GB 500GB 14 Inch Windows 10 1 Year Warranty - T1/840-i5-8GB-500GB,329.97,500.0,8.0,14.0,,Intel Core i5,4300U,Intel,Windows 10 Pro,,None,Non Touch,1 year RTB warranty
38,HP 250 G6 Core i3-6006U 4GB 500GB DVD-RW 15.6 Inch Windows 10 Professional Laptop  - 1WY65EA,399.97,500.0,4.0,15.6,1366 x 768,Intel Core i3,6006U,Intel,Windows 10 Pro,,DVD-RW,Non Touch,1 year warranty
39,Lenovo V110 AMD A9-9410 8GB 128GB SSD Radeon R5 DVD-RW 15.6 Inch Windows 10 Pro Laptop - 80TD005JUK,349.97,128.0,8.0,15.6,1366 x 768,A9,9410,AMD,Windows 10 Pro,,DVD-RW,Non Touch,1 year warranty
40,New Apple MacBook Pro Core i5 3.1GHz 8GB 256GB 13 Inch Laptop With Touch Bar - Space Grey - MPXV2B/A,1419.97,256.0,8.0,13.0,2560 x 1600,Intel Core i5,,Intel,MacOS,10.0,No optical drive,Touchscreen,1 year warranty
41,HP ProBook 450 G5 Core i5-8250U 8GB 256GB SSD 15.6 Inch Windows 10 Professional Laptop - 3KY20ET,629.97,256.0,8.0,15.6,1366 x 768,Intel Core i5,8250U,Intel,Windows 10 Pro,14.0,No optical drive,Non Touch,1 year warranty
42,Medion Erazer P6679 Core i5-7200U 8GB 1TB GeForce GTX 950 15.6 Inch Windows 10 Gaming Laptop  - 30023186,569.97,1000.0,8.0,15.6,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
43,HP 250 G6 Core i5-7200U 4GB 500GB DVD-RW 15.6 Inch Windows 10 Pro Laptop  - 1WY52EA,427.97,500.0,4.0,15.6,1366 x 768,Intel Core i5,7200u,Intel,Windows 10 Pro,,DVD-RW,Non Touch,1 year warranty
44,Acer Extensa 2540 Core i5-7200 8GB 256GB SSD DVD-RW 15.6 Inch Windows 10 Laptop - NX.EFHEK.017,459.97,256.0,8.0,15.6,1366 x 768,Intel Core i5,7200u,Intel,Windows 10,6.0,DVD-RW,Non Touch,1 year warranty
45,New Apple MacBook Pro Core i7 2.6GHz 16GB 256GB SSD 15 Inch OS X 10.12 Sierra with Touch Bar Laptop  - MLW72B/A,1599.97,256.0,16.0,15.0,2880 x 1800,Intel Core i7,,Intel,MacOS,10.0,No optical drive,Touchscreen,1 year warranty
46,Acer Aspire 3 Intel Pentium N4200 4GB 128GB SSD 15.6 Inch Windows 10 Laptop - NX.GNTEK.004,284.97,128.0,4.0,15.6,1366 x 768,Intel Pentium,N4200,Intel,Windows 10,6.0,No optical drive,Non Touch,1 year warranty
47,New Apple MacBook Pro Core i5 2.3GHz 8GB 128GB 13 Inch Laptop - Space Grey - MPXQ2B/A,1129.97,128.0,8.0,13.0,2560 x 1600,Intel Core i5,,Intel,Apple OS X,10.0,No optical drive,Non Touch,1 year warranty
48,Dell Vostro 5471 Core i5-8250U 8GB 256GB SSD 14 Inch Windows 10 Professional Laptop - 4C15R,649.97,256.0,8.0,14.0,1920 x 1080,Intel Core i5,8250U,Intel,Windows 10 Pro,,No optical drive,Non Touch,1 year warranty
49,Refurbished HP 14-bp056sa Intel Celeron N3060 4GB 64GB 14 Inch Windows 10 Laptop in Snow White - A1/2KG76EA,179.97,64.0,4.0,14.0,1366 x 768,Intel Celeron,N3060,Intel,Windows 10,8.0,No optical drive,Non Touch,3 Month RTB Warranty
50,Refurbished HP 17-ak007na AMD A9-9420 8GB 1TB 17.3 Inch Windows 10 Laptop - A1/1RJ74EA,319.97,1000.0,8.0,17.3,1600 x 900,AMD A4,9120,AMD,Windows 10,8.0,DVD-RW,Non Touch,3 Month RTB Warranty
51,Lenovo ThinkPad E580 20KS Core i7-8550U 8GB 256GB SSD 15.6 Inch Radeon RX 550 Windows 10 Professional Laptop - 20KS001RUK,819.97,256.0,8.0,15.6,1920 x 1080,Intel Core i7,8550U,Intel,Windows 10 Pro,13.0,No optical drive,Non Touch,
52,Refurbished Acer 14 CB3-431 Intel Celeron N3060 2GB 32GB 14 Inch Chrome OS Chromebook in Gold - A1/NX.GJEEK.007,179.97,32.0,2.0,14.0,1366 x 768,Intel Celeron,N3060,Intel,Chrome OS,12.0,No optical drive,Non Touch,3 Month RTB Warranty
53,Asus VivoBook Slim Core i5-8250U 8GB 256GB SSD 15.6 Inch HD Windows 10 Laptop  - S510UA-BR686T,589.97,256.0,8.0,15.6,1366 x 768,Intel Core i5,8250U,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
54,Lenovo V130-15IKB Core i5-7200U 8GB 256GB SSD DVD-RW 15.6 Inch Windows 10 Pro Laptop - 81HN00E0UK,554.98,256.0,8.0,15.6,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10 Pro,6.0,DVD-RW,Non Touch,1 year warranty
55,Asus Vivobook Celeron N4000 4GB 1TB 15.6 Inch Windows 10 Laptop Black - X540MA-GO231T,269.97,1000.0,4.0,15.6,1366 x 768,Intel Celeron,N4000,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
56,Refurbished HP Pavilion 14-bk069sa Intel Pentium 4415U 4GB 1TB 14 Inch Windows 10 Laptop - A1/2FN67EA,269.97,1000.0,4.0,14.0,1366 x 768,Intel Pentium,4415U,Intel,Windows 10,11.0,No optical drive,Non Touch,3 Month RTB Warranty
57,HP 15-BW094NA AMD A10-9620P Quad Core 8GB 128GB SSD 15.6 Inch Full HD Windows 10 Laptop - 2PW65EA-8GB,369.97,128.0,8.0,15.6,1920 x 1080,AMD A10,9620P,AMD,Windows 10,,No optical drive,Non Touch,1 year warranty
58,Lenovo V130 Core i5-7200U 8GB 256GB 14 Inch Windows 10 Pro Laptop - 81HQ00DEUK,554.98,256.0,8.0,14.0,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10 Pro,6.0,None,Non Touch,
59,Dell Vostro 5568 Core i5-7200U 8GB 256GB SSD 15.6 Inch Windows 10 Professional Laptop  - H6N1D,629.97,256.0,8.0,15.6,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10 Pro,,No optical drive,Non Touch,1 year warranty
60,MSI GP73 Leopard 8RE Core i7-8750H 16GB 1TB + 128GB SSD GeForce GTX 1060 17.3 Inch Windows 10 Gaming Laptop   - 9S7-17C522-062,1149.97,1000.0,16.0,17.3,1920 x 1080,Intel Core i7,8750H,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
61,Apple MacBook Air Core i5 1.8GHz + 8GB 256GB 13 Inch Laptop - MQD42B/A,949.97,256.0,8.0,13.0,1440 x 900,Intel Core i5,,Intel,MacOS,12.0,No optical drive,Non Touch,1 year warranty
62,Lenovo Yoga 510 AMD A6-9210 4GB 1TB 14 Inch Windows 10 Convertible Laptop  - 80S9001NUK,329.97,1000.0,4.0,14.0,1366 x 768,AMD A6,9210,AMD,Windows 10,5.0,No optical drive,Touchscreen,1 year warranty
63,Lenovo V130 Core i5-7200U 8GB 128GB SSD DVD-RW 15.6 Inch Full HD Windows 10 Laptop - 81HN00E6UK-8GB,419.97,128.0,8.0,15.6,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10,6.0,DVD-RW,Non Touch,1 year warranty
64,MEDION Erazer X7851 Core i5-7300HQ 8GB 1TB + 128GB SSD GeForce GTX 1060 6GB 17.3 Inch Windows 10 Gaming Laptop - 30023006,829.97,1000.0,8.0,17.3,1920 x 1080,Intel Core i5,7300HQ,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
65,Asus X751NA Intel Celeron N3350 8GB 1TB DVD-RW 17.3 Inch Windows 10 Laptop - X751NA-TY006T,339.97,1000.0,8.0,17.3,1600 x 900,Intel Celeron,N3350,Intel,Windows 10,,DVD-RW,Non Touch,1 year warranty
66,Dell XPS 13 9370 Core i5-8250U 8GB 256GB SSD 13.3 Inch Windows 10 Professional Laptop   - TCF22,1229.97,256.0,8.0,13.3,1920 x 1080,Intel Core i5,8250U,Intel,Windows 10 Pro,19.0,No optical drive,Non Touch,1 year warranty
67,Refurbished HP EliteBook 840 G1 Ultrabook Core i5-4300U 8GB 256GB 14 Inch Windows 10 Professional Laptop 1 Year Warranty - T1/840G1-256GB,399.97,256.0,8.0,14.0,,Intel Core i5,4300U,Intel,Windows 10 Pro,,None,Non Touch,1 year RTB warranty
68,"ASUS FX504GM Core I7-8750H 8GB 256GB SSD + 1TB GTX 1060 6GB 15.6 Inch 120Hz Gaming Laptop Inc Bag & Mouse
 - FX504GM-EN150T",1097.97,256.0,8.0,15.6,1920 x 1080,Intel Core i7,8750H,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
69,Asus ZenBook UX430UA Core i7-8550U 8GB 256GB SSD 14 Inch Windows 10 Laptop - UX430UA-GV415T,982.97,256.0,8.0,14.0,1920 x 1080,Intel Core i7,8550U,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
70,"Medion Akoyo P6677 Core i5-7200U 4GB 1TB DVD-RW GeForce 940MX 15.6 Inch Windows 10 Laptop
 - 30023184",439.97,1000.0,4.0,15.6,1366 x 768,Intel Core i5,7200u,Intel,Windows 10,4.0,DVD-RW,Non Touch,
71,Refurbished Acer ES1-132-C8WF Intel Celeron N3350 4GB 32GB 11.6 Inch Windows 10 Laptop - A1/NX.GGLEK.005,169.97,32.0,4.0,11.6,1366 x 768,Intel Celeron,N3350,Intel,Windows 10,8.0,No optical drive,Non Touch,3 Month RTB Warranty
72,Lenovo V110 AMD A9-9410 8GB 256GB SSD Windows 10 Home Laptop - 80TD0069UK,319.97,256.0,8.0,15.6,1366 x 768,A9,9410,AMD,Windows 10,6.0,DVD-RW,Non Touch,
73,Medion Erazer P6681 Core i5-8250U 8GB 1TB GeForce GTX 1050 4GB 15.6 Inch Windows 10 Gaming Laptop - 30023991,669.97,1000.0,8.0,15.6,1920 x 1080,Intel Core i5,8250U,Intel,Windows 10,,DVD-RW,Non Touch,1 year warranty
74,ASUS Vivbook X705UA-BX065T Intel Core i3-7100U 8GB 1TB 17.3 Inch Windows 10  Laptop - X705UA-BX065T,379.97,1000.0,8.0,17.3,,Intel Core i3,7100U,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
75,"Dell Vostro 3568 Intel Core i3-6006U 4GB 500GB 15.6"" DVD-RW Windows 10 Pro Laptop - 183Y6",379.97,500.0,4.0,15.6,1366 x 768,Intel Core i3,6006U,Intel,Windows 10 Pro,,DVD-RW,Non Touch,1 year warranty
76,HP ZBook 15u G5 Core i7 8550U 6 GB 512GB Radeon Pro WX 3100 15.6 Inch Windows 10 Pro Laptop - 2ZC06EA,1329.97,512.0,16.0,15.6,1920 x 1080,Intel Core i7,8550U,Intel,Windows 10 Pro,,No optical drive,Non Touch,3 year warranty
77,New Apple MacBook Pro Core i7 2.9GHz 16GB 1TB SSD 15.6 Inch with Touch Bar and Sensor - Space Grey - MLH52B/A,2099.97,1000.0,16.0,15.6,2880 x 1800,Intel Core i7,,Intel,MacOS,10.0,No optical drive,Touchscreen,1 year warranty
78,HP 250 G6 i3-7020U 4GB 1TB 15.6 Inch Full HD Windows 10 Laptop - 4QW30EA,344.98,1000.0,4.0,15.6,1366 x 768,Intel Core i3,7020U,Intel,Windows 10,12.0,No optical drive,Non Touch,1 year warranty
79,MSI GV62 7RD-1451UK Core i7-7700HQ 8GB 1TB GeForce GTX 1050 15.6 Inch Full HD Gaming laptop - 9S7-16J9H2-1451,699.97,1000.0,8.0,15.6,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
80,Medion Akoya S3409 Core i5-7200U 8GB 256GB SSD 13.3 Inch Windows 10 Laptop - 30021746,489.97,256.0,8.0,13.3,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10,6.0,No optical drive,Non Touch,1 year warranty
81,Medion Erazer X7853 Core i7-7700HQ 16GB 1TB + 256GB SSD GeForce GTX 1070 Windows 10 Gaming Laptop  - 30023004,1299.97,256.0,16.0,17.3,1920 x 1080,Intel Core i7,7700HQ,Intel,Windows 10,4.0,No optical drive,Non Touch,
82,Dell XPS 13 9370 Core i7-8550U 16GB 512GB SSD 13.3 Inch Windows 10 Pro Laptop - VWT1R,1549.97,512.0,16.0,13.3,3840 x 2160,Intel Core i7,8550U,Intel,Windows 10 Pro,19.0,No optical drive,Non Touch,3 Month RTB Warranty
83,Refurbished HP EliteBook 840 G1 Core i5-4300 8GB 240GB 14 Inch Windows 10 Professional Laptop with 1 Year Warranty - T1/HP840G1i58GB240GBW10P,359.97,240.0,8.0,14.0,,Intel Core i5,4300U,Intel,Windows 10 Pro,,None,Non Touch,1 year RTB warranty
84,Lenovo V330-15IKB Core i3-7130U 4GB 128GB SSD DVD-Writer Full HD 15.6 Inch Windows 10 Professional Laptop - 81AX00DGUK,429.97,128.0,4.0,15.6,1920 x 1080,Intel Core i3,7130U,Intel,Windows 10 Pro,6.0,DVD-RW,Non Touch,1 year warranty
85,Refurbished HP 15-bs046na Intel Celeron N3060 4GB 1TB 15.6 Inch Windows 10 Laptop in Jet Black - a1/2CQ68EA,214.97,1000.0,4.0,15.6,1366 x 768,Intel Celeron,N3060,Intel,Windows 10,11.0,No optical drive,Non Touch,3 Month RTB Warranty
86,Refurbished Acer CB3-431 Intel Celeron N3060 2GB 32GB 14 Inch Chrome OS Laptop - A1/NX.GC2EK.003,179.97,32.0,2.0,14.0,1366 x 768,Intel Celeron,N3060,Intel,Chrome OS,12.0,No optical drive,Non Touch,3 Month RTB Warranty
87,New Apple MacBook Pro Core i5 3.1GHz 8GB 512GB SSD 13 Inch Laptop With Touch Bar - Space Grey - MPXW2B/A,1904.98,512.0,8.0,13.0,2560 x 1600,Intel Core i5,,Intel,MacOS,10.0,No optical drive,Touchscreen,1 year warranty
88,Acer Aspire 3 A315 AMD A4-9120 4GB 1TB 15.6 Inch Full HD Windows 10 Laptop - NX.GNVEK.015,219.97,1000.0,4.0,15.6,1920 x 1080,AMD A4,9120,AMD,Windows 10,5.5,No optical drive,Non Touch,1 year warranty
89,Refurbished HP 15-bs506na Intel Celeron N3060 4GB 1TB 15.6 Inch Windows 10 Laptop - A1/3CD91EA,219.97,1000.0,4.0,15.6,1920 x 1080,Intel Celeron,N3060,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
90,Refurbished Lenovo T430 Core i5 3210M 4GB 320GB 14 Inch Windows 10 Laptop - T1/T430-UK-T044,249.97,320.0,4.0,14.0,1366x768,Intel Core i5,3210M,Intel,Windows 10 Pro 64 bit,,,,
91,Lenovo ThinkPad L380 G2 Core i5-8250U 8GB 256GB SSD 13.3 Inch Windows 10 Pro Laptop - 20M50013UK,764.98,256.0,8.0,13.3,1920 x 1080,Intel Core i5,8250U,Intel,Windows 10 Pro,16.0,No optical drive,Non Touch,1 year warranty
92,Lenovo ThinkPad E580 20KS Core i5-8250U 4GB 1TB 15.6 Inch Windows 10 Professional Laptop - 20KS006GUK,532.97,1000.0,4.0,15.6,1920 x 1080,Intel Core i5,8250U,Intel,Windows 10 Pro,13.0,No optical drive,Non Touch,1 year warranty
93,Refurbished Asus C202SA-GJ0027 Intel Celeron N3060 2GB 16GB 11.6 Inch Chrome OS Chromebook - A1/C202SA-GJ0027,139.97,16.0,2.0,11.6,1366 x 768,Intel Celeron,N3060,Intel,Chrome OS,10.0,No optical drive,Non Touch,3 Month RTB Warranty
94,New Apple MacBook Pro Core i5 2.3GHz 8GB 256GB 13 Inch Laptop - Space Grey - MPXT2B/A,1319.97,256.0,8.0,13.0,2560 x 1600,Intel Core i5,,Intel,MacOS,10.0,No optical drive,Non Touch,1 year warranty
95,Dell Vostro 3568 Core i5-7200U 4GB 1TB DVD-RW 15.6 Inch Windows 10 Professional Laptop  - XK41K,469.97,1000.0,4.0,15.6,1920 x 1080,Intel Core i5,7200u,Intel,Windows 10 Pro,,DVD-RW,Non Touch,1 year warranty
96,Lenovo V330-15IKB Core i7-8550U 8GB 256GB SSD DVD-Writer Full HD 15.6 Inch Windows 10 Professional Laptop  - 81AX001HUK,699.97,256.0,8.0,15.6,1920 x 1080,Intel Core i7,8550U,Intel,Windows 10 Pro,6.0,DVD-RW,Non Touch,1 year warranty
97,Refurbished HP 14-bp059sa Intel Celeron N3060 4GB 64GB 14 Inch Windows 10 Laptop in Jet Black - A1/2KG79EA,169.97,64.0,4.0,14.0,1366 x 768,Intel Celeron,N3060,Intel,Windows 10,11.0,No optical drive,Non Touch,3 Month RTB Warranty
98,Acer TravelMate Core i5-7200U 8GB 128GB SSD 15.6 Inch Windows 10 Professional Laptop - NX.VGAEK.007,499.97,128.0,8.0,15.6,1366 x 768,Intel Core i5,7200u,Intel,Windows 10 Pro,12.0,No optical drive,Non Touch,1 year warranty
99,HP ProBook 430 G5 Core i5-8250U 4GB 500GB 13.3 Inch Windows 10 Professional Laptop   - 2UB80ET,374.96,500.0,4.0,13.3,1366 x 768,Intel Core i5,8250U,Intel,Windows 10 Pro,15.0,No optical drive,Non Touch,1 year warranty
100,HP ProBook 450 G5 Core i3-7200U 8GB 256GB SSD 15.6 Inch Windows 10 Pro Laptop - 2UB82ET,399.97,256.0,8.0,15.6,1366 x 768,Intel Core i3,7100,Intel,Windows 10 Pro,12.0,None,Non Touch,1 year warranty
101,Lenovo V110 Core i3-6006U 8GB 500GB DVD-RW 15.6 Inch Windows 10 Laptop - 80TL00A9UK-8GB,349.97,500.0,8.0,15.6,1366 x 768,Intel Core i3,6006U,Intel,Windows 10,5.0,DVD-RW,Non Touch,1 year warranty
102,Refurbished Acer CB5-132T Intel Celeron N3060 4GB 32GB 11.6 Inch Touchscreen Chromebook  - A1/NX.G54EK.005,214.97,32.0,4.0,11.6,1366 x 768,Intel Celeron,N3060,Intel,Chrome OS,10.0,No optical drive,Touchscreen,3 Month RTB Warranty
103,Asus ROG Core i7-8750H 8GB 1TB + 128GB SSD GeForce GTX 1060 17.3 Inch Full HD 120Hz Windows 10 Gaming Laptop - GL703GM-EE063T,1197.97,1000.0,8.0,17.3,1920 x 1080,Intel Core i7,8750H,Intel,Windows 10,,No optical drive,Non Touch,2 year warranty
104,Lenovo ThinkPad E585 20KV Ryzen 5 PRO 2500U 8GB 256GB SSD AMD Radeon Vega 15.6 Inch Windows 10 Pro Laptop  - 20KV0008UK,569.97,256.0,8.0,15.6,1920 x 1080,Ryzen 5,2500U,AMD,Windows 10 Pro,7.0,No optical drive,Non Touch,
105,New Apple MacBook Pro Core i7 2.2GHz + 16GB 256GB 15 Inch Laptop With Touch Bar - Space Grey - MR932B/A,2049.97,256.0,16.0,15.0,2880 x 1800,Intel Core i7,,Intel,MacOS,,No optical drive,Touchscreen,1 year warranty
106,Lenovo ThinkPad T480 Core i7-8550U 16GB 512GB SSD 14 Inch Windows 10 Pro Laptop - 20L5000AUK,1337.98,512.0,16.0,14.0,1920 x 1080,Intel Core i7,8550U,Intel,Windows 10 Pro,14.0,No optical drive,Non Touch,3 year warranty
107,Refurbished Asus VivoBook S410UA Core i5-8250U 8GB 512GB SSD 14 Inch Windows 10 Laptop  - A1/S410UA-BV134T,539.97,512.0,8.0,14.0,,Intel Core i5,8250U,Intel,Windows 10,,No optical drive,Non Touch,3 Month RTB Warranty
108,Medion Erazer P7651 Core i5-8250U 8GB 1TB + 128GB SSD GeForce GTX 1050 4GB 17.3 Inch Windows 10 Gaming Laptop - 30023348,719.97,1000.0,8.0,17.3,1920 x 1080,Intel Core i5,8250U,Intel,Windows 10,4.0,No optical drive,Non Touch,
109,Lenovo V330-15IKB Core i5-8250U 8GB 256GB SSD DVD-Writer Full HD 15.6 Inch Windows 10 Professional Laptop  - 81AX00ARUK,612.97,256.0,8.0,15.6,1920 x 1080,Intel Core i5,8250U,Intel,Windows 10 Pro,6.0,DVD-RW,Non Touch,1 year warranty
110,MSI GF63 8RC 255UK Core i7-8750H 8GB 128GB & 1TB GeForce GTX 1050 4GB 15.6 Inch Full HD Windows 10 Gaming Laptop  - 9S7-16R112-255,799.97,1000.0,8.0,15.6,,Intel Core i7,8750H,Intel,Windows 10,7.0,,,2 Year RTB Warranty
111,"Lenovo V110 Core i3-6006U 8GB 128GB SSD DVD-RW 15.6"" Windows 10 Laptop - 80TL00ABUK-8GB",369.97,128.0,8.0,15.6,1366 x 768,Intel Core i3,6006U,Intel,Windows 10,5.0,DVD-RW,Non Touch,1 year warranty
112,Refurbished Asus Transformer 3 Pro Core i5 6200U 4GB 256GB Windows 10 12.6 Inch Laptop - A1/T303UA-GN040T,449.97,256.0,4.0,12.6,2880 x 1920,Intel Core i5,6200U,Intel,Windows 10,6.0,No optical drive,Touchscreen,3 Month RTB Warranty
113,Refurbished Acer 14 CB3-431 Inch Celeron N3160 4GB 32GB 14 Inch Chromebook in Silver - A1/NX.GC2EK.007,229.97,32.0,4.0,14.0,1920 x 1080,Intel Celeron,N3160,Intel,Chrome OS,12.0,No optical drive,Non Touch,3 Month RTB Warranty
114,ASUS VivoBook X540LA-DM1052T Core i3 5005U 4GB 1TB 15.6 Inch Windows 10 Laptop  - X540LA-DM1052T,319.97,1000.0,4.0,15.6,1366 x 768,Intel Core i3,5005U,Intel,Windows 10,,No optical drive,Non Touch,1 year warranty
115,HP ProBook 450 G5 Core i3-7100U 4GB 256GB SSD 15.6 Inch Windows 10 Laptop - 3KY63ES,304.97,256.0,4.0,15.6,1920 x 1080,Intel Core i3,7100U,Intel,Windows 10,14.0,No optical drive,Non Touch,1 year warranty
116,"New APPLE MacBook Pro Core i7 2.6GHz + 16GB 512GB 15 Inch Laptop With Touch Bar - Space Grey
 - MR942B/A",2369.98,512.0,16.0,15.0,2560 x 1600,Intel Core i7,,Intel,Apple OS X,,No optical drive,Non Touch,1 year warranty
117,Acer TravelMate P2 TMP238 Core i5-7200U 8GB 256GB SSD 13.3 Inch Windows 10 Pro Laptop - NX.VG7EK.003,524.98,256.0,8.0,13.3,1366 x 768,Intel Core i5,7200u,Intel,Windows 10 Pro,7.0,No optical drive,Non Touch,1 year warranty
118,Refurbished ACER Swift 3 AMD Ryzen 5 2500U 8GB 256GB Radeon RX Vega 8 15.6 Inch Windows 10 Laptop - A1/NX.GV7EK.008,529.97,256.0,8.0,15.6,1920 x 1080,Ryzen 5,2500U,AMD,Windows 10,6.0,No optical drive,Non Touch,
